GEOID,NAME,variable,estimate,moe,geometry
19153010101,"Census Tract 101.01, Polk County, Iowa",medincome,101398,6378,"list(c(-93.698032, -93.688036, -93.678349, -93.619968, -93.600376, -93.580878, -93.571161, -93.492689, -93.4825, -93.473161, -93.463437, -93.347933, -93.348064, -93.348064, -93.348151, -93.348145, -93.34832, -93.388495, -93.407735, -93.409189, -93.425797, -93.426133, -93.464272, -93.464907, -93.493114, -93.502747, -93.541446, -93.560811, -93.565003, -93.570428, -93.57503, -93.575142, -93.575436, -93.576415, -93.581049, -93.581054, -93.600513, -93.624859, -93.639506, -93.683315, -93.695356, -93.697517, 
-93.697473, -93.697603, -93.697987, -93.697994, -93.698032, 41.86337, 41.863371, 41.863365, 41.863215, 41.863212, 41.863218, 41.863214, 41.863116, 41.863119, 41.863172, 41.863213, 41.863104, 41.83508, 41.834764, 41.805577, 41.776636, 41.746361, 41.746202, 41.731508, 41.731789, 41.731968, 41.746423, 41.746383, 41.746395, 41.746167, 41.746159, 41.746321, 41.746293, 41.746324, 41.746365, 41.74572, 41.744784, 41.745558, 41.745783, 41.746356, 41.7768, 41.776799, 41.776821, 41.77683, 41.776879, 41.776916, 
41.776946, 41.784241, 41.835198, 41.856171, 41.859075, 41.86337))"
19153002900,"Census Tract 29, Polk County, Iowa",medincome,36540,6078,"list(c(-93.674384, -93.668256, -93.664177, -93.656834, -93.654459, -93.654457, -93.65448, -93.654506, -93.659679, -93.66417, -93.674292, -93.674354, -93.674384, 41.591407, 41.59319, 41.593289, 41.593184, 41.593382, 41.593119, 41.588025, 41.584386, 41.584438, 41.584466, 41.584529, 41.588061, 41.591407))"
19153011001,"Census Tract 110.01, Polk County, Iowa",medincome,50449,8817,"list(c(-93.732387, -93.732297, -93.727701, -93.72541, -93.721074, -93.713032, -93.703381, -93.70327, -93.714687, -93.729657, -93.731769, -93.733045, -93.732387, 41.572319, 41.577379, 41.577374, 41.577358, 41.57734, 41.577308, 41.577267, 41.56917, 41.569497, 41.57016, 41.570876, 41.571422, 41.572319))"
19153000201,"Census Tract 2.01, Polk County, Iowa",medincome,63100,10282,"list(c(-93.57531, -93.575154, -93.575846, -93.575269, -93.57093, -93.569412, -93.562602, -93.561153, -93.561222, -93.561265, -93.576164, -93.57531, 41.627767, 41.62965, 41.636847, 41.636955, 41.636779, 41.636798, 41.636756, 41.636748, 41.627673, 41.622238, 41.622284, 41.627767))"
19153000702,"Census Tract 7.02, Polk County, Iowa",medincome,66875,9574,"list(c(-93.680871, -93.670541, -93.670225, -93.666634, -93.666165, -93.664843, -93.661778, -93.652298, -93.648423, -93.646007, -93.64063, -93.640379, -93.64186, -93.642621, -93.645125, -93.651447, -93.657446, -93.658785, -93.661812, -93.662554, -93.664336, -93.665816, -93.665775, -93.665795, -93.665951, -93.666073, -93.66853, -93.669876, -93.67147, -93.678253, -93.678471, -93.680871, 41.651473, 41.651013, 41.650999, 41.650839, 41.647965, 41.646529, 41.645655, 41.643576, 41.641502, 41.640944, 41.640861, 
41.640109, 41.636768, 41.632128, 41.62767, 41.62774, 41.629378, 41.629529, 41.629552, 41.629981, 41.633196, 41.636429, 41.636429, 41.636849, 41.640107, 41.642498, 41.644145, 41.645254, 41.646006, 41.647332, 41.647942, 41.651473))"
19153011027,"Census Tract 110.27, Polk County, Iowa",medincome,80625,12776,"list(c(-93.777106, -93.772612, -93.770923, -93.765764, -93.763066, -93.758593, -93.756349, -93.751928, -93.752863, -93.756626, -93.756521, -93.751951, -93.751649, -93.751087, -93.751199, -93.75277, -93.766128, -93.766434, -93.775462, -93.776322, -93.776797, -93.777419, -93.777106, 41.574728, 41.571865, 41.571711, 41.572432, 41.572005, 41.570147, 41.57015, 41.570147, 41.56839, 41.567851, 41.565262, 41.561706, 41.552447, 41.549701, 41.542976, 41.542573, 41.540966, 41.541214, 41.541078, 41.547796, 41.559144, 
41.574749, 41.574728))"
19153000703,"Census Tract 7.03, Polk County, Iowa",medincome,64010,11815,"list(c(-93.678038, -93.672012, -93.668404, -93.661812, -93.65875, -93.658619, -93.658579, -93.658551, -93.658525, -93.663365, -93.673053, -93.673129, -93.673233, -93.6739, -93.678038, 41.629496, 41.629513, 41.629526, 41.629552, 41.628263, 41.622916, 41.62043, 41.618622, 41.614964, 41.614993, 41.614915, 41.619878, 41.620232, 41.622096, 41.629496))"
19153010209,"Census Tract 102.09, Polk County, Iowa",medincome,68275,10173,"list(c(-93.600341, -93.600336, -93.590099, -93.581049, -93.576415, -93.575436, -93.575142, -93.57503, -93.570428, -93.571149, -93.570454, -93.570496, -93.570512, -93.570524, -93.58107, -93.590738, -93.598304, -93.600353, -93.600341, 41.738674, 41.746342, 41.746351, 41.746356, 41.745783, 41.745558, 41.744784, 41.74572, 41.746365, 41.74275, 41.737925, 41.735554, 41.733521, 41.731837, 41.73188, 41.731862, 41.731848, 41.731844, 41.738674))"
19153010706,"Census Tract 107.06, Polk County, Iowa",medincome,78018,6355,"list(c(-93.50327, -93.503228, -93.503215, -93.503201, -93.503199, -93.503195, -93.503181, -93.503173, -93.503094, -93.503082, -93.485556, -93.483491, -93.48356, -93.483594, -93.48372, -93.483723, -93.481108, -93.469293, -93.464573, -93.464625, -93.464631, -93.459658, -93.445145, -93.445085, -93.444892, -93.444718, -93.444006, -93.443982, -93.459186, -93.462069, -93.463313, -93.469478, -93.474334, -93.47764, -93.47978, -93.483955, -93.484177, -93.489737, -93.497063, -93.503243, -93.503259, -93.503268, 
-93.503267, -93.503266, -93.503259, -93.503247, -93.503256, -93.50327, 41.623833, 41.629615, 41.631557, 41.63323, 41.63355, 41.634201, 41.637771, 41.63881, 41.658538, 41.662133, 41.661879, 41.661953, 41.661464, 41.658509, 41.644734, 41.644048, 41.644093, 41.649149, 41.651134, 41.64409, 41.629633, 41.629626, 41.629667, 41.618801, 41.607901, 41.602262, 41.600829, 41.600651, 41.600641, 41.600446, 41.600502, 41.600608, 41.600619, 41.600645, 41.600647, 41.600636, 41.600634, 41.600627, 41.600612, 41.600617, 
41.605921, 41.608257, 41.608428, 41.608588, 41.610808, 41.620609, 41.622167, 41.623833))"
19153001500,"Census Tract 15, Polk County, Iowa",medincome,51418,7525,"list(c(-93.624782, -93.624789, -93.620594, -93.619935, -93.619933, -93.614954, -93.61024, -93.61024, -93.600548, -93.600558, -93.600537, -93.608388, -93.610917, -93.611317, -93.612217, -93.616017, -93.619864, -93.625307, -93.624782, 41.615486, 41.619001, 41.618978, 41.618747, 41.618611, 41.618613, 41.618615, 41.618635, 41.618643, 41.614985, 41.607722, 41.607656, 41.607389, 41.608789, 41.609389, 41.611689, 41.612858, 41.613777, 41.615486))"
19153010804,"Census Tract 108.04, Polk County, Iowa",medincome,93170,12712,"list(c(-93.529809, -93.516825, -93.512565, -93.511885, -93.510623, -93.510044, -93.507743, -93.502634, -93.500769, -93.499516, -93.49872, -93.497063, -93.489737, -93.484177, -93.483955, -93.47978, -93.47764, -93.474334, -93.469478, -93.463313, -93.462069, -93.459186, -93.443982, -93.439928, -93.43518, -93.435249, -93.435426, -93.435391, -93.443304, -93.442979, -93.443089, -93.443097, -93.444483, -93.445345, -93.445405, -93.447126, -93.452002, -93.455452, -93.460015, -93.460449, -93.459233, -93.459413, 
-93.46386, -93.467106, -93.470711, -93.473783, -93.476253, -93.477132, -93.477162, -93.478197, -93.48038, -93.484106, -93.486949, -93.488781, -93.488651, -93.486662, -93.487591, -93.488378, -93.491208, -93.494559, -93.498993, -93.50039, -93.502138, -93.504581, -93.505893, -93.506021, -93.507718, -93.511314, -93.51206, -93.513318, -93.513189, -93.514674, -93.516728, -93.521926, -93.528161, -93.529614, -93.529437, -93.529714, -93.529809, 41.582933, 41.581025, 41.580803, 41.580945, 41.581735, 41.582045, 
41.58228, 41.586064, 41.58798, 41.590158, 41.593027, 41.600612, 41.600627, 41.600634, 41.600636, 41.600647, 41.600645, 41.600619, 41.600608, 41.600502, 41.600446, 41.600641, 41.600651, 41.600673, 41.600676, 41.594833, 41.579922, 41.550926, 41.550977, 41.5379, 41.537179, 41.511843, 41.512459, 41.513889, 41.516949, 41.518881, 41.520326, 41.522023, 41.526137, 41.527581, 41.529749, 41.532485, 41.537431, 41.539092, 41.543341, 41.54448, 41.544291, 41.543158, 41.541482, 41.539776, 41.53893, 41.538521, 41.539527, 
41.541916, 41.544608, 41.54827, 41.552863, 41.553889, 41.553211, 41.552426, 41.552295, 41.552644, 41.55354, 41.556501, 41.559989, 41.562325, 41.563584, 41.564081, 41.563822, 41.563037, 41.558323, 41.554457, 41.553212, 41.551967, 41.551985, 41.553889, 41.568629, 41.572487, 41.582933))"
19153010102,"Census Tract 101.02, Polk County, Iowa",medincome,99973,11573,"list(c(-93.581229, -93.562118, -93.560896, -93.559985, -93.560684, -93.560816, -93.560894, -93.560887, -93.560871, -93.560868, -93.568249, -93.570524, -93.570512, -93.570496, -93.570454, -93.571149, -93.570428, -93.565003, -93.560811, -93.541446, -93.502747, -93.493114, -93.464907, -93.464272, -93.426133, -93.425797, -93.409189, -93.407735, -93.388495, -93.34832, -93.348228, -93.34847, -93.348508, -93.348449, -93.348464, -93.367788, -93.373348, -93.387108, -93.399156, -93.402486, -93.405147, -93.425817, 
-93.43417, -93.44419, -93.454039, -93.458881, -93.469715, -93.478776, -93.4803, -93.483491, -93.485556, -93.503082, -93.503073, -93.503081, -93.503091, -93.503111, -93.50314, -93.503208, -93.541793, -93.545181, -93.561061, -93.561437, -93.581291, -93.581229, 41.702884, 41.702866, 41.702863, 41.705032, 41.706556, 41.707046, 41.710027, 41.713743, 41.717348, 41.731659, 41.731834, 41.731837, 41.733521, 41.735554, 41.737925, 41.74275, 41.746365, 41.746324, 41.746293, 41.746321, 41.746159, 41.746167, 41.746395, 
41.746383, 41.746423, 41.731968, 41.731789, 41.731508, 41.746202, 41.746361, 41.720289, 41.717318, 41.688406, 41.684418, 41.680957, 41.680485, 41.680493, 41.680554, 41.680607, 41.68039, 41.679925, 41.675452, 41.673652, 41.671972, 41.670389, 41.669296, 41.665818, 41.662854, 41.662445, 41.661953, 41.661879, 41.662133, 41.665761, 41.669414, 41.672981, 41.676663, 41.68024, 41.688405, 41.688297, 41.688167, 41.688303, 41.688306, 41.688388, 41.702884))"
19153010205,"Census Tract 102.05, Polk County, Iowa",medincome,76069,6879,"list(c(-93.638882, -93.638913, -93.634916, -93.629434, -93.623435, -93.622018, -93.621514, -93.618194, -93.609787, -93.608845, -93.610031, -93.610008, -93.600336, -93.600341, -93.600353, -93.598304, -93.598313, -93.598553, -93.595583, -93.596196, -93.599166, -93.598285, -93.598294, -93.59521, -93.600484, -93.60064, -93.616864, -93.62146, -93.621496, -93.621098, -93.621943, -93.623812, -93.633445, -93.634212, -93.637543, -93.638534, -93.639067, -93.638882, 41.717078, 41.727255, 41.729453, 41.729761, 
41.729744, 41.729574, 41.731856, 41.731859, 41.731899, 41.731903, 41.734111, 41.74638, 41.746342, 41.738674, 41.731844, 41.731848, 41.730936, 41.729631, 41.728688, 41.725973, 41.725954, 41.723381, 41.720083, 41.717379, 41.717368, 41.702931, 41.703031, 41.70317, 41.69916, 41.696338, 41.696222, 41.696553, 41.70186, 41.703234, 41.703285, 41.708413, 41.713692, 41.717078))"
19153000102,"Census Tract 1.02, Polk County, Iowa",medincome,62750,9188,"list(c(-93.541835, -93.541848, -93.5419, -93.529915, -93.529897, -93.52991, -93.529893, -93.529908, -93.529899, -93.541823, -93.541923, -93.541835, 41.61875, 41.622367, 41.629596, 41.629603, 41.623593, 41.622309, 41.620546, 41.619465, 41.615121, 41.615083, 41.615065, 41.61875))"
19153003200,"Census Tract 32, Polk County, Iowa",medincome,79297,27169,"list(c(-93.674292, -93.66417, -93.659679, -93.654506, -93.641169, -93.640761, -93.641054, -93.645112, -93.657343, -93.661746, -93.669442, -93.674337, -93.674292, 41.584529, 41.584466, 41.584438, 41.584386, 41.58447, 41.584441, 41.583138, 41.582851, 41.577876, 41.57511, 41.570892, 41.569682, 41.584529))"
19153004501,"Census Tract 45.01, Polk County, Iowa",medincome,59621,10186,"list(c(-93.625757, -93.616126, -93.606513, -93.60262, -93.596728, -93.596842, -93.596836, -93.606481, -93.616093, -93.62575, -93.625757, 41.548215, 41.548165, 41.548134, 41.54811, 41.548091, 41.540667, 41.54064, 41.540885, 41.540949, 41.540962, 41.548215))"
19153004702,"Census Tract 47.02, Polk County, Iowa",medincome,32150,2137,"list(c(-93.625696, -93.616077, -93.606445, -93.596865, -93.59685, -93.595741, -93.596752, -93.596699, -93.61599, -93.625636, -93.625628, -93.625653, -93.625696, 41.526475, 41.526429, 41.526357, 41.526314, 41.522241, 41.518955, 41.517345, 41.511838, 41.511967, 41.512053, 41.517025, 41.521188, 41.526475))"
19153000803,"Census Tract 8.03, Polk County, Iowa",medincome,45368,7039,"list(c(-93.708601, -93.704019, -93.703807, -93.703852, -93.702567, -93.697701, -93.687753, -93.687653, -93.687539, -93.69775, -93.702579, -93.703758, -93.708089, -93.707344, -93.708649, -93.708601, 41.622135, 41.622136, 41.622136, 41.629395, 41.629397, 41.629404, 41.629453, 41.622233, 41.614875, 41.614878, 41.614887, 41.614886, 41.614882, 41.616086, 41.616688, 41.622135))"
19153011300,"Census Tract 113, Polk County, Iowa",medincome,92675,13857,"list(c(-93.814691, -93.807862, -93.798755, -93.785074, -93.782182, -93.781304, -93.777929, -93.776406, -93.775997, -93.774487, -93.774476, -93.774595, -93.774164, -93.765551, -93.763036, -93.755798, -93.755864, -93.755882, -93.755925, -93.755933, -93.767972, -93.770152, -93.771976, -93.77391, -93.775234, -93.776122, -93.777175, -93.777066, -93.77699, -93.776986, -93.791515, -93.808116, -93.814297, -93.814322, -93.814372, -93.814463, -93.814326, -93.814337, -93.814406, -93.814465, -93.814456, -93.814442, 
-93.81441, -93.814449, -93.814464, -93.814481, -93.814507, -93.814537, -93.814417, -93.814627, -93.814731, -93.814691, 41.750568, 41.747831, 41.746071, 41.743696, 41.743141, 41.742976, 41.741537, 41.739806, 41.738612, 41.716117, 41.702904, 41.700538, 41.688418, 41.688346, 41.688347, 41.68835, 41.672956, 41.665684, 41.658441, 41.651738, 41.651359, 41.650954, 41.650299, 41.649206, 41.648003, 41.646899, 41.644007, 41.629526, 41.622183, 41.614878, 41.614937, 41.614885, 41.614868, 41.622059, 41.62841, 
41.629058, 41.632979, 41.643847, 41.651072, 41.665694, 41.67294, 41.677559, 41.688432, 41.703253, 41.705079, 41.707198, 41.710167, 41.717456, 41.718466, 41.731933, 41.749987, 41.750568))"
19153010408,"Census Tract 104.08, Polk County, Iowa",medincome,58548,7776,"list(c(-93.717054, -93.717031, -93.716946, -93.717062, -93.707423, -93.70268, -93.702567, -93.703852, -93.703807, -93.704019, -93.708601, -93.708649, -93.707344, -93.708089, -93.709027, -93.71228, -93.712858, -93.713851, -93.716324, -93.716837, -93.717066, -93.717054, 41.625733, 41.629367, 41.629367, 41.636592, 41.63665, 41.636661, 41.629397, 41.629395, 41.622136, 41.622136, 41.622135, 41.616688, 41.616086, 41.614882, 41.614881, 41.614707, 41.61469, 41.614793, 41.614778, 41.61498, 41.622086, 41.625733
))"
19153002700,"Census Tract 27, Polk County, Iowa",medincome,50200,7218,"list(c(-93.65448, -93.654457, -93.654459, -93.646836, -93.644282, -93.635956, -93.635806, -93.63542, -93.632133, -93.632121, -93.637736, -93.637113, -93.6401, -93.642523, -93.642536, -93.641169, -93.654506, -93.65448, 41.588025, 41.593119, 41.593382, 41.595717, 41.595964, 41.596126, 41.595932, 41.59552, 41.59267, 41.591658, 41.591667, 41.587118, 41.587115, 41.587113, 41.585722, 41.58447, 41.584386, 41.588025))"
19153001900,"Census Tract 19, Polk County, Iowa",medincome,51802,9537,"list(c(-93.561144, -93.556132, -93.55147, -93.546731, -93.541923, -93.541823, -93.529899, -93.529895, -93.529908, -93.529804, -93.529854, -93.533372, -93.55146, -93.558403, -93.558388, -93.558403, -93.561138, -93.561144, 41.610389, 41.61114, 41.612448, 41.613563, 41.615065, 41.615083, 41.615121, 41.611503, 41.607876, 41.60089, 41.600633, 41.600653, 41.6006, 41.600575, 41.605966, 41.607757, 41.607746, 41.610389))"
19153010409,"Census Tract 104.09, Polk County, Iowa",medincome,89034,7308,"list(c(-93.717101, -93.706568, -93.697614, -93.697618, -93.697643, -93.697657, -93.70268, -93.707423, -93.717062, -93.71707, -93.717024, -93.717002, -93.717005, -93.717101, 41.652838, 41.652614, 41.65222, 41.648904, 41.643914, 41.63668, 41.636661, 41.63665, 41.636592, 41.643376, 41.643835, 41.643835, 41.647149, 41.652838))"
19153000901,"Census Tract 9.01, Polk County, Iowa",medincome,56150,6140,"list(c(-93.703769, -93.703758, -93.703758, -93.702579, -93.69775, -93.687539, -93.687494, -93.693087, -93.693085, -93.693058, -93.69375, -93.697725, -93.703658, -93.703679, -93.703769, -93.703769, 41.607646, 41.614774, 41.614886, 41.614887, 41.614878, 41.614875, 41.611254, 41.611258, 41.60764, 41.600408, 41.600411, 41.600425, 41.600437, 41.600437, 41.607193, 41.607646))"
19153010500,"Census Tract 105, Polk County, Iowa",medincome,63958,7954,"list(c(-93.679016, -93.677905, -93.668644, -93.661311, -93.657042, -93.656022, -93.653882, -93.639335, -93.638595, -93.630213, -93.615588, -93.60738, -93.593277, -93.590576, -93.581291, -93.581273, -93.581273, -93.581248, -93.581249, -93.58131, -93.581343, -93.58133, -93.585671, -93.586976, -93.594492, -93.600491, -93.6007, -93.604793, -93.610254, -93.615114, -93.619972, -93.62481, -93.628776, -93.628977, -93.629645, -93.634465, -93.636251, -93.640144, -93.64186, -93.640379, -93.64063, -93.646007, 
-93.648423, -93.652298, -93.661778, -93.664843, -93.666165, -93.666634, -93.667407, -93.66715, -93.664555, -93.666125, -93.669909, -93.670625, -93.670227, -93.666872, -93.667396, -93.669199, -93.667171, -93.668788, -93.671526, -93.676769, -93.679335, -93.679016, 41.687805, 41.68839, 41.688416, 41.688287, 41.688588, 41.68837, 41.688366, 41.68856, 41.688364, 41.688301, 41.688356, 41.688377, 41.688391, 41.688397, 41.688388, 41.68054, 41.677718, 41.673276, 41.66602, 41.651467, 41.64416, 41.63689, 41.63689, 
41.636857, 41.636821, 41.636794, 41.636792, 41.636779, 41.636757, 41.636752, 41.636752, 41.636753, 41.636778, 41.636779, 41.636786, 41.63676, 41.636753, 41.636777, 41.636768, 41.640109, 41.640861, 41.640944, 41.641502, 41.643576, 41.645655, 41.646529, 41.647965, 41.650839, 41.65209, 41.652685, 41.657357, 41.659804, 41.661706, 41.662851, 41.664073, 41.665687, 41.669598, 41.671893, 41.676838, 41.680464, 41.682728, 41.684617, 41.686389, 41.687805))"
19153010208,"Census Tract 102.08, Polk County, Iowa",medincome,71875,6626,"list(c(-93.639052, -93.633523, -93.619711, -93.610008, -93.610031, -93.608845, -93.609787, -93.618194, -93.621514, -93.62157, -93.628836, -93.629964, -93.634781, -93.639075, -93.639052, 41.746286, 41.746318, 41.746376, 41.74638, 41.734111, 41.731903, 41.731899, 41.731859, 41.731856, 41.739538, 41.739497, 41.739493, 41.739453, 41.737473, 41.746286))"
19153004100,"Census Tract 41, Polk County, Iowa",medincome,69036,7803,"list(c(-93.64492, -93.644886, -93.644747, -93.643048, -93.641901, -93.640609, -93.64104, -93.643759, -93.643744, -93.642951, -93.639145, -93.635325, -93.632511, -93.625617, -93.623611, -93.622869, -93.622735, -93.622824, -93.622967, -93.623877, -93.625472, -93.625707, -93.625754, -93.625741, -93.625757, -93.637867, -93.644917, -93.64492, 41.555438, 41.568561, 41.580009, 41.58122, 41.582324, 41.58115, 41.579919, 41.577468, 41.574378, 41.573492, 41.573143, 41.574012, 41.573692, 41.57179, 41.572605, 
41.569992, 41.568889, 41.568493, 41.567656, 41.564941, 41.562341, 41.559079, 41.55545, 41.55183, 41.548215, 41.548218, 41.548226, 41.555438))"
19153011404,"Census Tract 114.04, Polk County, Iowa",medincome,110433,6373,"list(c(-93.776406, -93.775545, -93.775502, -93.775466, -93.770536, -93.764088, -93.757171, -93.755504, -93.75453, -93.753511, -93.752858, -93.752495, -93.751648, -93.749393, -93.74416, -93.742207, -93.741397, -93.741279, -93.741086, -93.738734, -93.72971, -93.724457, -93.714397, -93.712189, -93.711517, -93.708838, -93.702909, -93.697741, -93.691084, -93.68742, -93.686716, -93.678108, -93.675486, -93.674227, -93.675411, -93.681394, -93.681241, -93.678774, -93.677964, -93.678863, -93.679016, -93.679335, 
-93.676769, -93.671526, -93.668788, -93.675943, -93.677496, -93.67972, -93.680146, -93.680054, -93.697674, -93.705748, -93.708684, -93.712022, -93.724286, -93.725746, -93.728203, -93.736472, -93.736402, -93.755798, -93.763036, -93.765551, -93.774164, -93.774595, -93.774476, -93.774487, -93.775997, -93.776406, 41.739806, 41.740334, 41.742967, 41.753894, 41.753903, 41.753939, 41.753447, 41.752747, 41.75377, 41.754547, 41.752945, 41.754767, 41.754934, 41.754113, 41.750546, 41.748867, 41.748888, 41.750083, 
41.751283, 41.749955, 41.747347, 41.746315, 41.744547, 41.743891, 41.743635, 41.742289, 41.738435, 41.734115, 41.727587, 41.722403, 41.721939, 41.712692, 41.704055, 41.700027, 41.695256, 41.693103, 41.692052, 41.690315, 41.689892, 41.688503, 41.687805, 41.686389, 41.684617, 41.682728, 41.680464, 41.680518, 41.68053, 41.680467, 41.680045, 41.673247, 41.67296, 41.673001, 41.672881, 41.672867, 41.672656, 41.672744, 41.672933, 41.672973, 41.688373, 41.68835, 41.688347, 41.688346, 41.688418, 41.700538, 
41.702904, 41.716117, 41.738612, 41.739806))"
19153010212,"Census Tract 102.12, Polk County, Iowa",medincome,85405,10143,"list(c(-93.600484, -93.59521, -93.598294, -93.598285, -93.590785, -93.586052, -93.58113, -93.581153, -93.570572, -93.568863, -93.560871, -93.560887, -93.560894, -93.560816, -93.560684, -93.559985, -93.560896, -93.562118, -93.581229, -93.60064, -93.600484, 41.717368, 41.717379, 41.720083, 41.723381, 41.723396, 41.72422, 41.72421, 41.717404, 41.717366, 41.717363, 41.717348, 41.713743, 41.710027, 41.707046, 41.706556, 41.705032, 41.702863, 41.702866, 41.702884, 41.702931, 41.717368))"
